delta_theta_quarter,R2_0.6666666666666666,R2_0.5,R2_0.25,R2_0.99,R2_0.75,R2_0.3333333333333333,R2_0.01,R2_1,R2_0.999,R2_0.001,R2_0.9
1.205641268862616,25.42861643883508,19.35841127669812,9.82187330109339,36.34535254363464,28.355791198982367,13.046261446317098,0.3947811290255633,116360176132.68108,36.64758028150428,0.039478414557357,33.42734247403581
1.208789157293067,25.422523835691425,19.35536230953423,9.821418128891132,36.33198842190625,28.347916529117164,13.045232186328803,0.3947810980494853,116278980453.82144,36.63400599608493,0.0394784145263779,33.41605482658584
1.2119370457235172,25.41648548198784,19.352338802955487,9.820966364834035,36.31875233733657,28.34011377263631,13.044210905515955,0.394781067293207,116198241844.00417,36.62056194567937,0.0394784144956185,33.40487381256301
1.215084934153968,25.41050134153628,19.34934078512287,9.820518022857572,36.3056439460166,28.332382831216364,13.043197628958971,0.3947810367579471,116117956795.34184,36.60724777547151,0.0394784144650802,33.39379918652436
1.2182328225844188,25.40457137832107,19.346368283783505,9.820073116774548,36.292662908073225,28.32472360742269,13.042192381487016,0.3947810064449154,116038121836.36513,36.59406313482557,0.0394784144347642,33.38283070577272
1.2213807110148691,25.398695556503647,19.34342132627545,9.819631660275082,36.2798088876381,28.317136004709308,13.041195187678804,0.3947809763553129,115958733531.55412,36.58100767725341,0.0394784144046715,33.37196813033899
1.22452859944532,25.39287384042733,19.34049993953244,9.819193666926594,36.26708155281692,28.30961992741869,13.040206071863349,0.3947809464903318,115879788480.8763,36.568081060382376,0.0394784143748035,33.36121122296476
1.2276764878757709,25.3871061946219,19.337604150088545,9.818759150173785,36.254480575659294,28.30217528078157,13.039225058120756,0.3947809168511555,115801283319.33208,36.555282945923615,0.0394784143451613,33.35055974908512
1.2308243763062214,25.38139258380814,19.334733984082767,9.818328123338636,36.24200563212895,28.294801970916662,13.03825217028296,0.3947808874389584,115723214716.50764,36.542612999640816,0.0394784143157461,33.34001347681173
1.2339722647366722,25.375732972902284,19.33188946726364,9.81790059962039,36.22965640207446,28.28749990483041,13.037287431934503,0.3947808582549056,115645579376.1335,36.53007089131952,0.039478414286559,33.32957217691607
1.237120153167123,25.370127327020374,19.32907062499369,9.817476592095542,36.2174325692004,28.28026899041669,13.03633086641328,0.3947808293001538,115568374035.65112,36.5176562947368,0.0394784142576013,33.31923562281305
1.2402680415975735,25.36457561148253,19.326277482253907,9.817056113717848,36.20533382103889,28.27310913645647,13.035382496811298,0.3947808005758499,115491595465.78516,36.50536888763149,0.039478414228874,33.3090035905447
1.2434159300280243,25.359077791817136,19.323510063648115,9.8166391773183,36.19335984892167,28.26602025261744,13.034442345975425,0.394780772083132,115415240470.12273,36.49320835167477,0.0394784142003782,33.29887585876412
1.2465638184584749,25.353633833764967,19.32076839340732,9.816225795605138,36.18151034795244,28.25900224945368,13.033510436508132,0.3947807438231293,115339305884.69876,36.48117437244137,0.0394784141721153,33.28885220871976
1.2497117068889256,25.348243703283188,19.318052495393943,9.815815981163844,36.16978501697986,28.25205503840522,13.032586790768224,0.3947807157969611,115263788577.58797,36.46926663938096,0.0394784141440861,33.27893242423979
1.2528595953193764,25.34290736654934,19.315362393106128,9.815409746457146,36.15818355857066,28.24517853179765,13.031671430871596,0.3947806880057382,115188685448.5024,36.45748484579023,0.0394784141162919,33.269116291716784
1.256007483749827,25.33762478996518,19.31269810968184,9.815007103825009,36.14670567898345,28.238372642841654,13.030764378691956,0.3947806604505615,115113993428.3959,36.4458286887852,0.0394784140887337,33.259403600092526
1.2591553721802775,25.332395940160502,19.310059667902976,9.81460806548466,36.13535108814276,28.23163728563256,13.029865655861546,0.3947806331325227,115039709479.07344,36.43429786927415,0.0394784140614127,33.24979414084311
1.2623032606107285,25.327220783996864,19.30744709019949,9.814212643530572,36.1241194996135,28.224972375149843,13.028975283771867,0.3947806060527045,114965830592.80724,36.42289209193077,0.03947841403433,33.24028770796424
1.265451149041179,25.322099288571223,19.30486039865332,9.813820849934483,36.11301063057585,28.21837782725666,13.02809328357441,0.3947805792121795,114892353791.95811,36.41161106516789,0.0394784140074865,33.230884097956725
1.2685990374716298,25.317031421219504,19.30229961500243,9.813432696545396,36.10202420180056,28.21185355869931,13.027219676181357,0.3947805526120113,114819276128.60265,36.40045450111149,0.0394784139808834,33.22158310981213
1.2717469259020806,25.31201714952016,19.29976476064462,9.8130481950896,36.091159937624525,28.20539948710668,13.026354482266282,0.3947805262532537,114746594684.1656,36.38942211557523,0.0394784139545217,33.21238454499875
1.2748948143325312,25.307056441297537,19.29725585664146,9.812667357170673,36.0804175659269,28.199015530989776,13.025497722264888,0.3947805001369512,114674306569.05849,36.37851362803527,0.0394784139284025,33.2032882074477
1.278042702762982,25.30214926462532,19.29477292372202,9.812290194269483,36.069796818105424,28.192701609741057,13.02464941637566,0.3947804742641383,114602408922.32236,36.367728761605576,0.0394784139025268,33.19429390353922
1.2811905911934327,25.297295587829773,19.29231598228668,9.811916717744236,36.059297429053245,28.18645764363395,13.0238095845606,0.3947804486358404,114530898911.27728,36.35706724301356,0.0394784138768956,33.18540144208917
1.2843384796238833,25.29249537949304,19.28988505241077,9.81154693883044,36.04891913713599,28.180283553822207,13.0229782465459,0.3947804232530727,114459773731.17545,36.34652880257614,0.03947841385151,33.176610634335795
